"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(7, 144)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(7, 145)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(7, 146)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(7, 147)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(7, 148)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(7, 149)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(7, 150)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(8, 80)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 81)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 82)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 83)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 84)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 85)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 86)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 87)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 88)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 89)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 90)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 91)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 92)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 93)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 94)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 95)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 96)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 97)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 98)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 99)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 100)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 101)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 102)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 103)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 104)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 105)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 106)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 107)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 108)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 109)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 110)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 111)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 112)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 113)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 114)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 115)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 116)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 117)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 118)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 119)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 120)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 121)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 122)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 123)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 124)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 125)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 126)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(8, 127)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(8, 128)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(8, 129)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(8, 130)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(8, 131)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(8, 132)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(8, 133)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 134)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 135)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 136)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 137)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 138)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 139)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 140)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 141)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 142)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(8, 143)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(8, 144)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(8, 145)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(8, 146)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(8, 147)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(8, 148)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(8, 149)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(8, 150)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
