months,sqm,block,flat_model,flat_type,floor_area_sqm,lease_commence_date,month,month_num,psm_price,resale_price,storey_range,street_name,town
1,147,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
1,148,251,Apartment,EXECUTIVE,150.0,1993,Mar-16,201603,3753.33,563000.0,04 TO 06,PASIR RIS ST 21,PASIR RIS
1,149,251,Apartment,EXECUTIVE,150.0,1993,Mar-16,201603,3753.33,563000.0,04 TO 06,PASIR RIS ST 21,PASIR RIS
1,150,251,Apartment,EXECUTIVE,150.0,1993,Mar-16,201603,3753.33,563000.0,04 TO 06,PASIR RIS ST 21,PASIR RIS
2,80,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,81,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,82,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,83,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,84,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,85,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,86,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,87,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,88,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,89,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,90,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,91,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,92,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,93,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,94,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,95,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,96,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,97,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,98,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,99,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,100,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,101,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,102,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,103,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,104,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,105,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,106,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,107,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,108,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,109,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,110,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,111,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,112,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,113,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,114,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,115,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,116,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,117,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,118,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,119,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,120,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,121,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,122,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,123,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,124,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,125,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,126,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
2,127,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,128,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,129,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,130,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,131,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,132,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,133,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,134,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,135,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,136,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
2,137,234,Model A,5 ROOM,138.0,1993,Mar-16,201603,3442.03,475000.0,10 TO 12,PASIR RIS DR 4,PASIR RIS
2,138,234,Model A,5 ROOM,138.0,1993,Mar-16,201603,3442.03,475000.0,10 TO 12,PASIR RIS DR 4,PASIR RIS
2,139,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,140,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,141,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,142,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,143,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,144,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,145,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,146,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,147,206,Apartment,EXECUTIVE,147.0,1993,Mar-16,201603,3482.99,512000.0,01 TO 03,PASIR RIS ST 21,PASIR RIS
2,148,251,Apartment,EXECUTIVE,150.0,1993,Mar-16,201603,3753.33,563000.0,04 TO 06,PASIR RIS ST 21,PASIR RIS
2,149,251,Apartment,EXECUTIVE,150.0,1993,Mar-16,201603,3753.33,563000.0,04 TO 06,PASIR RIS ST 21,PASIR RIS
2,150,251,Apartment,EXECUTIVE,150.0,1993,Mar-16,201603,3753.33,563000.0,04 TO 06,PASIR RIS ST 21,PASIR RIS
3,80,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,81,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,82,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,83,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,84,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,85,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,86,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,87,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,88,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,89,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,90,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,91,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,92,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,93,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,94,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,95,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,96,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,97,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,98,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,99,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,100,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,101,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,102,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,103,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,104,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,105,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,106,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,107,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,108,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,109,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,110,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,111,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,112,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,113,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,114,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,115,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,116,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,117,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,118,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,119,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,120,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,121,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,122,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,123,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,124,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,125,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,126,140,Improved,5 ROOM,126.0,1994,Apr-16,201604,3174.6,400000.0,01 TO 03,PASIR RIS ST 11,PASIR RIS
3,127,775,Improved,5 ROOM,128.0,1996,May-16,201605,3359.38,430000.0,01 TO 03,PASIR RIS ST 71,PASIR RIS
3,128,775,Improved,5 ROOM,128.0,1996,May-16,201605,3359.38,430000.0,01 TO 03,PASIR RIS ST 71,PASIR RIS
3,129,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
3,130,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
3,131,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
3,132,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
3,133,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
3,134,140,Model A,5 ROOM,136.0,1994,Apr-16,201604,3419.12,465000.0,04 TO 06,PASIR RIS ST 11,PASIR RIS
